superfamily,n_domains,avg_disorder_propensity,avg_charge_fraction,avg_hydrophobic_fraction,avg_proline_fraction,avg_complexity
c.93.1,98,1.356146219441085,0.22253491889793228,0.434558855851807,0.042779659617714696,0.9296222526936555
c.129.1,11,1.3557436471805682,0.2291230379622418,0.4388564683450623,0.04636772409110737,0.929558111552161
c.94.1,187,1.3531777003401015,0.23958159124339773,0.4268564320645245,0.048020888950006696,0.9352126478989152
d.219.1,7,1.3518339355886735,0.23223352511667827,0.40667905909447866,0.028786942843997573,0.9247137112837694
c.1.10,65,1.3488468313930115,0.22662149491810568,0.4472771870651516,0.04527846756787014,0.9329405366570245
b.1.1,239,1.3485328831039942,0.2177564998212061,0.3661594750392416,0.057500169692622984,0.931438170514523
e.23.1,26,1.344008901838986,0.21810778520696716,0.43189392458172143,0.05666306189509417,0.9421013366139536
a.39.1,73,1.3437839709633332,0.30259392076827046,0.39731448950150217,0.026495930661230488,0.9170941564920106
e.3.1,49,1.3422934436161662,0.21704923117451957,0.4124657718770204,0.040435883559609115,0.9361693492386393
a.25.1,55,1.342095483877442,0.2640180437430883,0.44002344753578637,0.027024015897139368,0.9304115796996407
c.72.1,51,1.3361753040082758,0.22237721032842914,0.4392032395445354,0.0403272041802429,0.9331898435190209
f.4.3,18,1.3301915136991036,0.20298128851149944,0.39130219849202763,0.031197618392879274,0.9326346056644343
c.1.2,39,1.3265135758107784,0.24675692824752987,0.4535774428037233,0.04448088981016503,0.9223067703621288
c.87.1,41,1.3218727210480568,0.22480620003249527,0.433764372853228,0.0577226218801221,0.9382735849409736
c.67.1,143,1.320728123127217,0.22745419414264678,0.4372100624266967,0.04787877253344688,0.9439463162304056
c.80.1,17,1.3166511878502718,0.22056976082626242,0.44515866247696767,0.0383158301550451,0.929507346103
c.55.3,56,1.3121268432307176,0.2526880544506908,0.4231326204488588,0.04419570335612217,0.9351224052529383
c.33.1,23,1.3115374402496152,0.2131541404161357,0.43600264686800433,0.04952980294311427,0.938231314763086
b.84.3,3,1.3113288846964564,0.21430245797334405,0.366926193824928,0.04944131895608689,0.8926775930802234
c.69.1,152,1.3107680635968395,0.205435186273546,0.4277374121878667,0.05627426419140189,0.9460349576090683
a.4.5,252,1.3106842233419551,0.2737141654185202,0.41328034567560223,0.03276722224150729,0.9073703505100363
c.1.9,59,1.3096645868088486,0.23356309742887213,0.42344798337167616,0.04834068144457138,0.9478051434879471
d.81.1,28,1.3080633268773902,0.2303086255887198,0.41587875744770075,0.042903063599752274,0.9296001964210511
c.119.1,16,1.2988970990735291,0.23626406264985675,0.42920528910581335,0.03308050549718344,0.9357880989371015
c.37.1,333,1.2954601631627318,0.2584859767602969,0.41995203663320735,0.03992177220401481,0.9332478536214299
b.82.2,42,1.2949441935533132,0.24581496577249698,0.4003669012239882,0.06180195833372199,0.9571798924070013
c.97.1,24,1.2938669201751793,0.22927151645604926,0.42186460716988705,0.04481486314098165,0.9351231578270741
d.122.1,18,1.2919195258178435,0.24637230352827993,0.39963506835911117,0.04689016678481823,0.9316027549125471
f.4.7,6,1.2841428876054797,0.2251993745697833,0.39292857277221477,0.02877752595669576,0.9350971223548762
d.32.1,45,1.2819025497827548,0.24432712178687205,0.42278676620060873,0.045620952415280046,0.9395371446571105
c.7.1,12,1.2801951229749078,0.23856938312402007,0.41715542861188837,0.041341592369192964,0.959470292971957
c.78.1,20,1.278834605828669,0.25163594109868226,0.4349099349588433,0.03761432066112604,0.9423617947380649
d.143.1,6,1.270239919272427,0.2954306805612667,0.39701683570372115,0.03822796308992662,0.9440321135579669
c.26.1,47,1.2685120732548945,0.2530012035101048,0.42635215782444863,0.05016897953347618,0.942230772679417
b.47.1,54,1.2613325484280353,0.1845417176085571,0.3839126085021353,0.04783507075467998,0.9392502279342781
c.121.1,6,1.258092451352534,0.24941668974765677,0.43580072135281017,0.02473122067580667,0.9307979478942974
b.179.1,6,1.2550102382579469,0.24078252820104284,0.3550312799295439,0.05242142035276265,0.9289452257133707
c.105.1,1,1.244186046511628,0.2692307692307692,0.4017094017094017,0.042735042735042736,0.9585086104435232
a.266.1,3,1.2382971759153536,0.23801449500038754,0.42523004861195696,0.040706515921615526,0.9534731654592398
a.102.1,28,1.237294986454859,0.2246311300623119,0.4217984172272106,0.041859572031004495,0.9535618279907635
a.118.12,1,1.2333333333333334,0.18471337579617833,0.4713375796178344,0.05732484076433121,0.9041781133857001
c.47.1,215,1.2311443847193189,0.2530566716412592,0.4208448712611274,0.05209542883966234,0.9332023625265393
a.128.1,30,1.2301356129086554,0.2531470111812244,0.4413747695323112,0.035674830265851276,0.9425328515573085
c.108.1,100,1.2240350604204924,0.25770759821160927,0.4349870512602041,0.040722434946516686,0.9367739296744466
d.92.1,42,1.2184861181231685,0.23766452328139606,0.40081448153304705,0.043051862480589356,0.9365523796420067
b.18.1,79,1.2136539151900338,0.20850890909659708,0.38626510222709354,0.04519617738109305,0.9314124371563142
c.66.1,157,1.2069918845133971,0.2511643184068832,0.427407464924706,0.045391904206672065,0.9411144891733124
c.111.1,4,1.206598270052858,0.21162207802817437,0.41428242350417166,0.046833592773456445,0.9432424260520235
a.211.1,34,1.2046991137188205,0.2506962050796238,0.4271630682517464,0.036177916939029886,0.9457269179711081
a.102.2,4,1.2031253676882634,0.22890680464666863,0.41416630592128156,0.039576980424416736,0.9592676692691897
d.144.1,130,1.2026450277826408,0.25686758325391873,0.41574125530115613,0.047561801228444604,0.9566224718666553
d.3.1,54,1.19544552290788,0.22791165497986304,0.3964285211618338,0.04184833777708183,0.954963734876121
e.1.1,22,1.1948549279204796,0.2263539090889416,0.4267961983452376,0.04471781930769484,0.9432331016407635
a.118.9,11,1.1903036012729842,0.26348734699549053,0.4035866857848973,0.033145871777240814,0.945086560734474
c.23.1,100,1.1881380991109163,0.2617550633868629,0.45335380174831175,0.04042816808534691,0.9138801361864732
c.71.1,20,1.1878755398552852,0.25136251657847225,0.41575655946800916,0.049476460606543635,0.9385941580387298
b.29.1,97,1.1774923885932134,0.20281322710811836,0.3878295910213343,0.045431527578889117,0.9435539953220744
c.89.1,2,1.1748560597932984,0.2516486117843334,0.4065617567156271,0.027727677514626146,0.9373199014183273
c.1.8,128,1.1716630773403192,0.2221172434113482,0.41578770078362143,0.04651099138735911,0.9571850370304147
a.118.1,59,1.1625628582664733,0.24135925779017017,0.43516173588053714,0.0390624635749898,0.9375451894703968
d.20.1,28,1.1597659735474832,0.23075655988435687,0.39664177655810323,0.07699153521102024,0.9480561050562512
d.178.1,2,1.1583715596330275,0.23139427843081717,0.43872444885049333,0.0669935797573526,0.9562091630177723
a.123.1,20,1.1432609597696601,0.22475006442892234,0.4444355224901921,0.04559748590861171,0.9436955160803633
f.68.1,1,1.0285714285714285,0.17782426778242677,0.49372384937238495,0.04184100418410042,0.9593789452203927
c.44.3,6,1.0128702349153573,0.2422575059357096,0.42093201889783033,0.04052716380641216,0.9302593667010365
f.54.1,5,1.0097491030436376,0.18248400327603204,0.4769311742943021,0.04297841066247532,0.9315955880176723
f.37.1,6,0.9418936466317916,0.1749064085594408,0.5230736874509937,0.028454853932501273,0.9267020122709725
f.41.1,3,0.9394989906798953,0.1339247908497773,0.5416304455379176,0.04448005650019715,0.9201551706024006
a.47.3,1,0.9259259259259259,0.2681564245810056,0.40782122905027934,0.0223463687150838,0.9290357002967916
f.26.1,4,0.919021127173523,0.11374065169879113,0.5191293294290087,0.04988610028607433,0.9409735065541452
a.118.29,1,0.8676470588235294,0.19594594594594594,0.4391891891891892,0.033783783783783786,0.9518312176705931
f.13.1,18,0.7639697389033547,0.12300847981347868,0.5679013995308949,0.03266577804552611,0.9256100155579975
f.14.1,13,0.7616791088937303,0.14679957092666138,0.5588679937369524,0.03405324300997696,0.9138863092263283
f.18.1,1,0.5773195876288659,0.08771929824561403,0.6257309941520468,0.05847953216374269,0.8954786224064144
